open,close,dir,entry,sl,tp,exit,r,why,hold_h
2024-05-15 15:30,2024-05-15 16:15,buy,2375.96,2368.50,2398.33,2368.50,-1.000,sl,0.75
2024-05-15 22:00,2024-05-16 05:00,buy,2386.97,2387.33,2408.86,2387.33,0.050,sl,6.00
2024-05-16 19:30,2024-05-17 05:45,buy,2383.63,2374.77,2410.19,2374.77,-1.000,sl,9.25
2024-05-17 15:30,2024-05-17 17:15,buy,2390.50,2390.76,2406.31,2406.31,3.000,tp,1.75
2024-05-20 18:00,2024-05-21 06:15,buy,2424.89,2410.32,2468.59,2410.32,-1.000,sl,11.25
2024-05-21 15:00,2024-05-21 16:30,buy,2424.96,2425.29,2444.40,2425.29,0.050,sl,1.50
2024-07-11 23:45,2024-07-12 01:15,buy,2415.45,2411.40,2427.61,2411.40,-1.000,sl,0.50
2024-07-12 17:00,2024-07-15 18:00,buy,2409.31,2409.77,2437.00,2433.35,2.604,time,24.00
2024-07-15 18:00,2024-07-15 20:00,buy,2433.50,2424.99,2459.04,2424.99,-1.000,sl,2.00
2024-07-16 16:15,2024-07-16 18:15,buy,2438.30,2438.69,2461.52,2461.52,3.000,tp,2.00
2024-07-16 22:30,2024-07-17 06:15,buy,2466.92,2467.21,2484.35,2467.21,0.050,sl,6.75
2024-07-17 15:15,2024-07-17 17:00,buy,2474.99,2475.34,2495.83,2475.34,0.050,sl,1.75
2024-07-18 16:45,2024-07-18 19:00,buy,2465.14,2458.07,2486.37,2458.07,-1.000,sl,2.25
