open,close,dir,entry,sl,tp,exit,r,reason,hold_h,level,sigma,lambda
2019-09-03 20:00,2019-09-05 16:45,buy,1546.12,1528.96,1580.32,1528.96,-1.000,sl,43.0,3,0.00941,0.000
2019-09-12 16:00,2019-09-13 01:30,buy,1516.34,1496.52,1548.41,1496.52,-1.000,sl,8.8,3,0.00971,0.000
2019-09-23 01:00,2019-09-27 09:30,buy,1516.52,1498.47,1552.06,1498.47,-1.000,sl,100.8,3,0.01002,0.000
2019-12-03 16:00,2019-12-06 16:00,buy,1474.48,1462.45,1496.86,1462.45,-1.000,sl,69.2,3,0.00659,0.000
2019-12-12 01:00,2019-12-12 21:30,buy,1474.97,1464.35,1492.17,1464.35,-1.000,sl,20.8,3,0.00532,0.000
2019-12-26 16:00,2020-01-02 15:45,buy,1508.03,1498.99,1528.39,1528.39,2.253,tp,84.0,3,0.00549,0.000
2020-01-03 01:00,2020-01-03 11:30,buy,1529.02,1520.46,1548.70,1548.70,2.299,tp,10.8,3,0.00520,0.000
2020-02-03 01:00,2020-02-03 09:30,buy,1589.08,1573.85,1620.88,1573.85,-1.000,sl,8.8,3,0.00837,0.000
2020-02-13 20:00,2020-02-18 17:30,buy,1576.72,1565.73,1598.53,1598.53,1.984,tp,62.8,3,0.00587,0.000
2020-02-20 01:00,2020-02-21 09:30,buy,1611.59,1601.35,1634.49,1634.49,2.237,tp,31.8,3,0.00580,0.000
2020-02-26 12:00,2020-02-26 15:45,buy,1650.97,1635.26,1678.21,1635.26,-1.000,sl,4.0,3,0.00736,0.000
2020-03-09 04:00,2020-03-09 06:00,buy,1701.22,1674.06,1749.65,1674.06,-1.000,sl,2.2,3,0.01265,0.000
2020-03-24 16:00,2020-04-08 07:00,buy,1601.10,1552.39,1688.42,1648.51,0.973,time,240.0,3,0.02455,0.000
2020-04-13 01:00,2020-04-27 10:45,buy,1683.81,1645.40,1774.25,1720.70,0.960,time,240.0,3,0.02193,0.000
2020-05-15 20:00,2020-05-18 18:15,buy,1748.98,1730.06,1789.50,1730.06,-1.000,sl,21.5,3,0.00962,0.000
2020-05-29 20:00,2020-06-03 11:00,buy,1733.85,1718.68,1767.11,1718.68,-1.000,sl,60.2,3,0.00789,0.000
2020-06-09 16:00,2020-06-22 01:15,buy,1716.45,1698.39,1749.40,1749.40,1.824,tp,192.5,3,0.00841,0.000
2020-07-08 20:00,2020-07-10 19:30,buy,1812.72,1794.60,1841.61,1794.60,-1.000,sl,45.8,3,0.00734,0.000
2020-07-20 01:00,2020-07-21 15:15,buy,1809.93,1796.84,1837.51,1837.51,2.107,tp,37.5,3,0.00634,0.000
2020-07-22 08:00,2020-07-23 11:30,buy,1856.56,1841.48,1884.92,1884.92,1.881,tp,26.8,3,0.00661,0.000
2020-07-27 01:00,2020-07-27 06:00,buy,1901.88,1885.97,1936.72,1936.72,2.190,tp,5.2,3,0.00754,0.000
2020-07-28 04:00,2020-07-28 06:00,buy,1964.09,1940.96,1998.74,1940.96,-1.000,sl,2.2,3,0.00834,0.000
2020-07-31 12:00,2020-08-04 22:45,buy,1977.05,1957.54,2017.66,2017.66,2.082,tp,57.0,3,0.00860,0.000
2020-08-06 01:00,2020-08-07 20:15,buy,2039.21,2018.53,2084.32,2018.53,-1.000,sl,42.5,3,0.00913,0.000
2020-08-28 20:00,2020-09-03 09:45,buy,1969.85,1928.32,2038.99,1928.32,-1.000,sl,82.0,3,0.01608,0.000
2020-10-01 16:00,2020-10-06 23:00,buy,1903.89,1885.23,1946.56,1885.23,-1.000,sl,76.2,3,0.00911,0.000
2020-10-09 12:00,2020-10-13 16:30,buy,1915.36,1893.50,1958.70,1893.50,-1.000,sl,50.8,3,0.00965,0.000
2020-10-21 20:00,2020-10-22 15:00,buy,1925.20,1907.53,1966.45,1907.53,-1.000,sl,18.2,3,0.00865,0.000
2020-11-03 01:00,2020-11-05 15:45,buy,1895.31,1878.37,1932.22,1932.22,2.179,tp,61.0,3,0.00803,0.000
2020-12-15 16:00,2020-12-17 16:30,buy,1853.01,1827.82,1890.61,1890.61,1.493,tp,46.8,3,0.00962,0.000
2020-12-21 08:00,2020-12-21 11:45,buy,1903.00,1880.55,1948.80,1880.55,-1.000,sl,4.0,3,0.01017,0.000
2021-01-04 04:00,2021-01-05 21:30,buy,1916.86,1893.43,1952.78,1952.78,1.533,tp,40.8,3,0.00878,0.000
2021-01-20 20:00,2021-01-22 15:00,buy,1863.36,1839.63,1916.67,1839.63,-1.000,sl,41.2,3,0.01173,0.000
2021-01-29 16:00,2021-01-29 22:45,buy,1872.11,1842.61,1923.19,1842.61,-1.000,sl,7.0,3,0.01225,0.000
2021-02-08 20:00,2021-02-12 10:15,buy,1833.04,1813.40,1877.23,1813.40,-1.000,sl,82.5,3,0.00986,0.000
2021-04-01 20:00,2021-04-15 17:15,buy,1726.22,1707.70,1763.92,1763.92,2.036,tp,204.5,3,0.00922,0.000
2021-04-16 16:00,2021-04-28 12:15,buy,1781.03,1763.50,1811.83,1763.50,-1.000,sl,180.5,3,0.00768,0.000
2021-05-03 16:00,2021-05-06 16:45,buy,1784.90,1768.97,1811.58,1811.58,1.675,tp,70.0,3,0.00675,0.000
2021-05-17 01:00,2021-05-19 16:00,buy,1842.81,1826.93,1875.83,1875.83,2.079,tp,61.2,3,0.00750,0.000
2021-05-26 01:00,2021-06-03 16:00,buy,1899.43,1881.35,1936.03,1881.35,-1.000,sl,149.0,3,0.00814,0.000
2021-07-14 16:00,2021-07-19 09:00,buy,1828.86,1807.14,1874.05,1807.14,-1.000,sl,62.2,3,0.01037,0.000
2021-07-29 12:00,2021-08-02 09:45,buy,1821.81,1807.11,1850.79,1807.11,-1.000,sl,44.0,3,0.00677,0.000
2021-08-04 16:00,2021-08-04 17:15,buy,1827.38,1810.12,1853.68,1810.12,-1.000,sl,1.5,3,0.00674,0.000
2021-08-23 16:00,2021-08-26 16:00,buy,1800.16,1780.94,1837.78,1780.94,-1.000,sl,69.2,3,0.00894,0.000
2021-09-03 20:00,2021-09-07 14:00,buy,1830.34,1809.55,1862.05,1809.55,-1.000,sl,36.2,3,0.00813,0.000
2021-10-08 16:00,2021-10-11 01:15,buy,1776.05,1754.91,1807.16,1754.91,-1.000,sl,8.5,3,0.00834,0.000
2021-10-19 12:00,2021-11-02 20:45,buy,1781.61,1764.53,1821.67,1787.14,0.324,time,240.0,3,0.00907,0.000
2021-11-10 16:00,2021-11-22 16:00,buy,1850.02,1831.68,1885.75,1831.68,-1.000,sl,184.2,3,0.00827,0.000
2021-12-16 20:00,2022-01-03 01:00,buy,1797.53,1777.09,1831.04,1831.04,1.640,tp,231.2,3,0.00850,0.000
2022-01-04 20:00,2022-01-06 08:45,buy,1813.82,1801.20,1841.65,1801.20,-1.000,sl,35.0,3,0.00629,0.000
2022-01-11 20:00,2022-01-20 03:30,buy,1817.81,1801.69,1843.63,1843.63,1.602,tp,142.2,3,0.00652,0.000
2022-02-11 20:00,2022-02-14 17:30,buy,1840.81,1826.75,1870.11,1870.11,2.084,tp,20.8,3,0.00665,0.000
2022-02-16 20:00,2022-02-17 20:30,buy,1869.31,1853.36,1900.75,1900.75,1.971,tp,23.8,3,0.00716,0.000
2022-02-28 04:00,2022-03-04 16:30,buy,1913.54,1888.25,1953.17,1953.17,1.567,tp,104.8,3,0.00963,0.000
2022-03-04 20:00,2022-03-08 08:30,buy,1962.37,1936.62,2009.71,2009.71,1.839,tp,34.8,3,0.01057,0.000
2022-03-08 20:00,2022-03-09 15:15,buy,2030.07,1997.24,2081.58,1997.24,-1.000,sl,18.5,3,0.01183,0.000
2022-04-12 20:00,2022-04-19 17:30,buy,1974.35,1954.81,2016.98,1954.81,-1.000,sl,89.8,3,0.00891,0.000
2022-05-05 08:00,2022-05-05 18:00,buy,1901.83,1881.75,1938.64,1881.75,-1.000,sl,10.2,3,0.00847,0.000
2022-05-19 16:00,2022-06-03 05:15,buy,1838.50,1817.35,1882.04,1872.09,1.588,time,240.0,3,0.00997,0.000
2022-06-16 20:00,2022-06-21 09:45,buy,1850.52,1833.77,1888.34,1833.77,-1.000,sl,56.5,3,0.00833,0.000
2022-07-28 20:00,2022-08-04 21:00,buy,1754.26,1734.33,1793.34,1793.34,1.961,tp,116.2,3,0.00953,0.000
2022-09-06 04:00,2022-09-06 15:45,buy,1724.21,1710.07,1750.05,1710.07,-1.000,sl,12.0,3,0.00655,0.000
2022-09-09 08:00,2022-09-13 15:30,buy,1721.65,1708.42,1752.00,1708.42,-1.000,sl,53.8,3,0.00715,0.000
2022-10-04 20:00,2022-10-07 15:45,buy,1723.57,1699.62,1765.91,1699.62,-1.000,sl,65.0,3,0.01092,0.000
2022-10-21 20:00,2022-11-03 10:00,buy,1651.73,1628.03,1692.14,1628.03,-1.000,sl,198.2,3,0.01103,0.000
2022-11-04 08:00,2022-11-08 17:00,buy,1647.46,1629.55,1686.89,1686.89,2.201,tp,54.2,3,0.00986,0.000
2022-11-10 16:00,2022-11-15 09:15,buy,1733.36,1706.92,1776.30,1776.30,1.624,tp,62.5,3,0.01139,0.000
2022-12-01 16:00,2022-12-05 20:00,buy,1789.77,1768.39,1832.64,1768.39,-1.000,sl,50.2,3,0.01018,0.000
2022-12-19 01:00,2022-12-27 17:30,buy,1793.35,1776.80,1829.99,1829.99,2.214,tp,131.8,3,0.00839,0.000
2023-01-03 08:00,2023-01-09 04:15,buy,1840.64,1824.20,1877.29,1877.29,2.229,tp,88.5,3,0.00815,0.000
2023-01-13 20:00,2023-01-18 07:30,buy,1917.18,1896.75,1948.83,1896.75,-1.000,sl,54.2,3,0.00769,0.000
2023-01-19 20:00,2023-01-31 11:30,buy,1920.35,1904.16,1955.88,1904.16,-1.000,sl,175.8,3,0.00761,0.000
2023-02-02 01:00,2023-02-02 16:45,buy,1950.31,1928.10,1986.01,1928.10,-1.000,sl,16.0,3,0.00841,0.000
2023-03-13 12:00,2023-03-13 17:30,buy,1886.28,1867.15,1913.09,1913.09,1.402,tp,5.8,3,0.00689,0.000
2023-04-13 16:00,2023-04-14 17:00,buy,2045.29,2014.77,2091.55,2014.77,-1.000,sl,24.2,3,0.01067,0.000
2023-05-04 01:00,2023-05-05 15:30,buy,2038.77,2016.53,2086.07,2016.53,-1.000,sl,37.8,3,0.00966,0.000
2023-06-08 16:00,2023-06-14 23:45,buy,1959.62,1939.87,1995.57,1939.87,-1.000,sl,100.0,3,0.00804,0.000
2023-06-15 20:00,2023-06-20 16:00,buy,1959.75,1941.74,1997.85,1941.74,-1.000,sl,62.8,3,0.00809,0.000
2023-07-07 20:00,2023-07-12 19:15,buy,1927.18,1910.93,1958.43,1958.43,1.923,tp,68.5,3,0.00696,0.000
2023-07-18 16:00,2023-07-24 21:15,buy,1968.96,1954.92,1998.87,1954.92,-1.000,sl,97.5,3,0.00630,0.000
2023-07-28 20:00,2023-08-01 16:00,buy,1961.33,1945.52,1987.78,1945.52,-1.000,sl,42.2,3,0.00609,0.000
2023-10-11 20:00,2023-10-13 15:15,buy,1874.59,1860.42,1905.93,1905.93,2.212,tp,41.5,3,0.00685,0.000
2023-10-30 00:00,2023-10-31 19:15,buy,2006.16,1984.73,2041.66,1984.73,-1.000,sl,42.5,3,0.00803,0.000
2023-11-14 20:00,2023-11-17 12:15,buy,1962.43,1946.10,1993.23,1993.23,1.886,tp,61.5,3,0.00678,0.000
2023-11-21 08:00,2023-11-28 16:15,buy,1991.92,1977.65,2024.04,2024.04,2.251,tp,117.8,3,0.00657,0.000
2023-12-04 04:00,2023-12-04 09:30,buy,2087.98,2071.63,2123.44,2071.63,-1.000,sl,5.8,3,0.00701,0.000
2023-12-22 16:00,2024-01-03 14:00,buy,2067.38,2045.78,2117.86,2045.78,-1.000,sl,135.5,3,0.00987,0.000
2024-01-15 01:00,2024-01-16 19:00,buy,2049.06,2028.54,2082.01,2028.54,-1.000,sl,39.0,3,0.00738,0.000
2024-01-29 16:00,2024-02-05 15:15,buy,2037.20,2018.49,2069.87,2018.49,-1.000,sl,114.5,3,0.00713,0.000
2024-02-23 20:00,2024-03-01 17:45,buy,2038.21,2024.27,2070.74,2070.74,2.334,tp,113.0,3,0.00643,0.000
2024-03-05 20:00,2024-03-08 10:30,buy,2131.10,2114.27,2167.24,2167.24,2.147,tp,59.8,3,0.00702,0.000
2024-03-13 20:00,2024-03-14 16:15,buy,2174.78,2158.13,2210.50,2158.13,-1.000,sl,19.5,3,0.00680,0.000
2024-03-21 04:00,2024-03-21 16:00,buy,2205.03,2186.24,2246.13,2186.24,-1.000,sl,12.2,3,0.00767,0.000
2024-03-28 20:00,2024-04-01 06:30,buy,2222.17,2194.88,2261.88,2261.88,1.455,tp,8.8,3,0.00855,0.000
2024-04-01 08:00,2024-04-01 17:15,buy,2260.59,2232.88,2302.80,2232.88,-1.000,sl,9.5,3,0.00877,0.000
2024-05-15 01:00,2024-05-17 17:15,buy,2358.25,2336.14,2407.15,2407.15,2.212,tp,62.5,3,0.00851,0.000
2024-05-20 08:00,2024-05-20 15:30,buy,2437.63,2413.84,2486.35,2413.84,-1.000,sl,7.8,3,0.00841,0.000
2024-06-03 20:00,2024-06-04 12:00,buy,2349.52,2327.46,2396.10,2327.46,-1.000,sl,15.2,3,0.00826,0.000
2024-06-05 20:00,2024-06-07 15:30,buy,2352.92,2326.79,2396.98,2326.79,-1.000,sl,41.8,3,0.00845,0.000
2024-06-14 16:00,2024-06-26 16:00,buy,2330.69,2303.85,2387.44,2303.85,-1.000,sl,181.8,3,0.01016,0.000
2024-07-03 20:00,2024-07-11 15:30,buy,2356.89,2329.35,2406.08,2406.08,1.786,tp,131.5,3,0.00923,0.000
2024-07-15 20:00,2024-07-17 04:00,buy,2430.61,2411.59,2473.61,2473.61,2.261,tp,30.2,3,0.00720,0.000
2024-08-02 16:00,2024-08-02 17:30,buy,2473.07,2446.30,2518.97,2446.30,-1.000,sl,1.8,3,0.00832,0.000
2024-08-08 20:00,2024-08-16 15:45,buy,2418.25,2383.06,2480.29,2480.29,1.763,tp,134.0,3,0.01143,0.000
2024-08-16 16:00,2024-09-02 02:45,buy,2491.79,2456.24,2556.98,2502.88,0.312,time,240.0,3,0.01149,0.000
2024-09-05 16:00,2024-09-06 19:15,buy,2517.88,2495.44,2569.64,2495.44,-1.000,sl,26.5,3,0.00833,0.000
2024-09-13 20:00,2024-09-18 22:00,buy,2584.46,2558.60,2632.20,2558.60,-1.000,sl,71.2,3,0.00806,0.000
2024-09-19 12:00,2024-09-23 06:15,buy,2585.11,2559.27,2630.68,2630.68,1.763,tp,40.5,3,0.00782,0.000
2024-09-24 20:00,2024-09-30 21:00,buy,2653.66,2628.39,2705.44,2628.39,-1.000,sl,93.2,3,0.00821,0.000
2024-10-18 20:00,2024-10-29 16:00,buy,2717.85,2692.83,2765.31,2765.31,1.897,tp,158.2,3,0.00754,0.000
2024-10-29 20:00,2024-10-31 16:30,buy,2769.98,2742.24,2816.28,2742.24,-1.000,sl,42.8,3,0.00756,0.000
2024-11-22 12:00,2024-11-25 05:15,buy,2703.51,2669.41,2767.98,2669.41,-1.000,sl,16.5,3,0.01034,0.000
2024-12-09 16:00,2024-12-18 21:00,buy,2665.79,2632.67,2730.64,2632.67,-1.000,sl,166.2,3,0.01042,0.000
2025-01-02 20:00,2025-01-06 15:30,buy,2656.77,2624.61,2706.86,2624.61,-1.000,sl,41.8,3,0.00878,0.000
2025-01-07 16:00,2025-01-16 15:45,buy,2662.70,2635.77,2716.20,2716.20,1.986,tp,161.0,3,0.00855,0.000
2025-01-16 20:00,2025-01-20 01:15,buy,2722.03,2696.28,2771.60,2696.28,-1.000,sl,27.5,3,0.00783,0.000
2025-01-21 08:00,2025-01-22 12:30,buy,2726.37,2706.70,2763.16,2763.16,1.870,tp,27.8,3,0.00584,0.000
2025-01-24 08:00,2025-01-27 04:15,buy,2775.52,2754.52,2816.58,2754.52,-1.000,sl,19.5,3,0.00596,0.006
2025-01-28 20:00,2025-01-31 14:15,buy,2759.94,2740.70,2803.38,2803.38,2.258,tp,63.5,3,0.00641,0.000
2025-02-11 04:00,2025-02-11 04:30,buy,2934.20,2907.88,2979.39,2907.88,-1.000,sl,0.8,3,0.00689,0.000
2025-02-14 01:00,2025-02-14 17:15,buy,2928.59,2903.97,2979.26,2903.97,-1.000,sl,16.5,3,0.00726,0.000
2025-02-18 20:00,2025-02-25 18:00,buy,2931.41,2899.45,2979.04,2899.45,-1.000,sl,113.2,3,0.00769,0.000
2025-03-04 16:00,2025-03-06 11:45,buy,2922.84,2892.99,2978.41,2892.99,-1.000,sl,42.0,3,0.00827,0.000
2025-03-11 16:00,2025-03-13 17:15,buy,2917.78,2889.24,2974.09,2974.09,1.973,tp,47.5,3,0.00823,0.000
2025-03-18 16:00,2025-03-21 16:00,buy,3033.48,3001.02,3086.51,3001.02,-1.000,sl,69.2,3,0.00798,0.000
2025-03-28 16:00,2025-04-01 04:45,buy,3083.52,3056.42,3137.00,3137.00,1.974,tp,34.0,3,0.00739,0.000
2025-04-10 08:00,2025-04-11 11:15,buy,3125.52,3082.78,3224.53,3224.53,2.317,tp,26.5,3,0.01288,0.000
2025-04-11 16:00,2025-04-16 18:45,buy,3233.83,3175.39,3325.36,3325.36,1.566,tp,72.0,3,0.01323,0.000
2025-04-21 08:00,2025-04-22 06:30,buy,3376.55,3327.24,3493.00,3493.00,2.362,tp,21.8,3,0.01396,0.000
2025-04-22 08:00,2025-04-22 15:45,buy,3484.64,3424.40,3599.79,3424.40,-1.000,sl,8.0,3,0.01435,0.000
2025-04-25 01:00,2025-04-25 08:45,buy,3348.83,3288.12,3469.91,3288.12,-1.000,sl,8.0,3,0.01549,0.000
2025-05-06 16:00,2025-05-08 09:30,buy,3391.26,3333.96,3511.30,3333.96,-1.000,sl,39.8,3,0.01490,0.000
2025-05-21 01:00,2025-06-04 14:30,buy,3289.91,3230.12,3406.43,3349.61,0.998,time,240.0,3,0.01529,0.000
2025-06-13 16:00,2025-06-16 16:45,buy,3437.03,3386.66,3515.69,3386.66,-1.000,sl,24.0,3,0.01067,0.000
2025-07-01 12:00,2025-07-07 10:45,buy,3339.74,3302.92,3406.61,3302.92,-1.000,sl,72.0,3,0.00879,0.000
2025-07-11 16:00,2025-07-15 19:00,buy,3355.37,3323.85,3419.12,3323.85,-1.000,sl,49.2,3,0.00803,0.000
2025-07-21 16:00,2025-07-25 11:15,buy,3387.45,3350.85,3448.19,3350.85,-1.000,sl,87.5,3,0.00814,0.000
2025-08-22 20:00,2025-08-29 16:30,buy,3370.85,3338.44,3424.41,3424.41,1.653,tp,111.8,3,0.00721,0.000
2025-08-29 20:00,2025-09-02 04:30,buy,3449.42,3417.36,3498.15,3498.15,1.520,tp,28.2,3,0.00662,0.000
2025-09-03 20:00,2025-09-04 05:45,buy,3572.70,3534.40,3628.98,3534.40,-1.000,sl,9.0,3,0.00750,0.000
2025-09-05 16:00,2025-09-09 05:00,buy,3580.49,3545.39,3647.54,3647.54,1.910,tp,35.2,3,0.00807,0.000
2025-11-25 01:00,2025-12-09 15:30,buy,4135.67,4064.65,4274.31,4200.44,0.912,time,240.0,3,0.01445,0.000
2025-12-12 16:00,2025-12-12 18:00,buy,4341.36,4280.63,4445.20,4280.63,-1.000,sl,2.2,3,0.01054,0.002
2025-12-22 08:00,2025-12-23 04:30,buy,4400.46,4338.63,4495.73,4495.73,1.541,tp,19.8,3,0.01014,0.000
2025-12-29 01:00,2025-12-29 02:30,buy,4531.42,4479.22,4640.73,4479.22,-1.000,sl,1.8,3,0.01010,0.000
2026-01-05 04:00,2026-01-12 01:15,buy,4402.01,4332.23,4533.63,4533.63,1.886,tp,112.5,3,0.01302,0.000
2026-01-12 08:00,2026-01-22 18:45,buy,4581.15,4509.35,4723.57,4723.57,1.984,tp,29.8,3,0.01331,0.000
2026-01-26 20:00,2026-01-28 22:00,buy,5101.12,4982.52,5336.55,5336.55,1.985,tp,48.2,3,0.01990,0.000
2026-01-29 04:00,2026-01-29 17:00,buy,5545.71,5414.46,5838.02,5414.46,-1.000,sl,13.2,3,0.02191,0.000
